OrderID,SupplierID,ProductID,OrderDate,Warehouse,Quantity,UnitPrice,Amount,PaymentStatus
1300,223,50,2023-10-08,Prague Warehouse,44,712,31328,Paid
1301,59,81,2024-11-13,Hradec Kralove Warehouse,113,751,84863,Paid
1302,247,95,2025-08-28,Ceske Budejovice Warehouse,194,4913,953122,Pending
1303,128,12,2025-11-29,Brno Warehouse,138,1487,205206,Paid
1304,283,23,2025-07-24,Prague Warehouse,175,2966,519050,Overdue
1305,325,54,2023-11-02,Ostrava Warehouse,19,2220,42180,Pending
1306,25,69,2025-11-21,Olomouc Warehouse,84,4863,408492,Paid
1307,131,100,2023-10-14,Prague Warehouse,93,3295,306435,Overdue
1308,353,59,2024-11-02,Ostrava Warehouse,179,4209,753411,Pending
1309,196,36,2024-10-14,Ostrava Warehouse,141,3928,553848,Overdue
1310,281,3,2023-11-29,Ceske Budejovice Warehouse,191,3228,616548,Paid
1311,404,58,2025-03-15,Ostrava Warehouse,144,4966,715104,Overdue
1312,418,88,2024-09-04,Ostrava Warehouse,181,3205,580105,Pending
1313,154,55,2024-11-19,Hradec Kralove Warehouse,163,637,103831,Pending
1314,382,57,2025-11-04,Brno Warehouse,100,2518,251800,Paid
1315,133,17,2025-11-09,Brno Warehouse,187,2307,431409,Overdue
1316,227,39,2025-12-26,Liberec Warehouse,39,3277,127803,Paid
1317,189,90,2025-09-30,Brno Warehouse,67,2422,162274,Pending
1318,476,68,2024-09-05,Pardubice Warehouse,73,2137,156001,Overdue
1319,477,55,2025-08-30,Prague Warehouse,189,4453,841617,Paid
1320,265,45,2023-02-04,Prague Warehouse,50,1062,53100,Paid
1321,372,76,2025-01-24,Ceske Budejovice Warehouse,53,1343,71179,Paid
1322,486,1,2024-11-09,Ostrava Warehouse,46,632,29072,Overdue
1323,434,21,2023-08-13,Olomouc Warehouse,52,1969,102388,Pending
1324,134,83,2025-05-03,Brno Warehouse,124,3230,400520,Paid
1325,211,21,2024-09-22,Prague Warehouse,157,1753,275221,Overdue
1326,60,52,2023-02-24,Pardubice Warehouse,5,212,1060,Paid
1327,428,82,2025-08-29,Brno Warehouse,195,1399,272805,Paid
1328,377,43,2024-06-27,Ostrava Warehouse,74,2404,177896,Paid
1329,395,52,2024-04-11,Prague Warehouse,95,4524,429780,Paid
1330,450,67,2023-04-16,Brno Warehouse,75,3406,255450,Paid
1331,431,44,2025-09-10,Liberec Warehouse,168,4246,713328,Pending
1332,364,32,2023-12-16,Pardubice Warehouse,116,1801,208916,Paid
1333,364,10,2025-12-09,Olomouc Warehouse,130,3914,508820,Pending
1334,457,64,2025-02-17,Olomouc Warehouse,68,320,21760,Paid
1335,213,79,2023-10-30,Ostrava Warehouse,190,2930,556700,Overdue
1336,216,69,2024-05-11,Ostrava Warehouse,80,2743,219440,Pending
1337,226,68,2023-03-06,Olomouc Warehouse,186,3980,740280,Paid
1338,470,28,2023-08-14,Brno Warehouse,105,4417,463785,Paid
1339,131,53,2024-01-26,Brno Warehouse,69,3881,267789,Overdue
1340,76,51,2023-02-08,Hradec Kralove Warehouse,186,2058,382788,Paid
1341,476,53,2025-06-22,Prague Warehouse,163,1396,227548,Paid
1342,286,4,2024-10-04,Prague Warehouse,142,1132,160744,Paid
1343,474,79,2025-05-07,Plzen Warehouse,143,4422,632346,Overdue
1344,496,17,2023-11-07,Olomouc Warehouse,134,2705,362470,Pending
1345,277,67,2025-04-25,Ostrava Warehouse,16,3283,52528,Overdue
1346,156,74,2024-02-22,Brno Warehouse,87,3328,289536,Pending
1347,248,47,2025-04-20,Zlin Warehouse,124,1575,195300,Paid
1348,218,56,2025-10-24,Olomouc Warehouse,174,2465,428910,Overdue
1349,190,23,2025-08-23,Pardubice Warehouse,191,2507,478837,Paid
1350,417,18,2023-05-08,Prague Warehouse,140,1035,144900,Paid
1351,469,1,2023-10-10,Brno Warehouse,41,3067,125747,Paid
1352,163,35,2025-11-28,Brno Warehouse,119,3049,362831,Paid
1353,180,64,2024-02-29,Prague Warehouse,19,2345,44555,Pending
1354,34,58,2024-10-27,Prague Warehouse,76,2737,208012,Paid
1355,41,95,2025-09-06,Brno Warehouse,109,4437,483633,Paid
1356,307,59,2025-12-12,Ostrava Warehouse,119,4050,481950,Pending
1357,431,1,2025-02-10,Olomouc Warehouse,113,2758,311654,Paid
1358,338,3,2024-10-04,Liberec Warehouse,2,1914,3828,Paid
1359,314,67,2023-12-21,Prague Warehouse,20,3383,67660,Overdue
1360,75,37,2025-07-30,Ostrava Warehouse,119,1396,166124,Paid
1361,441,83,2025-12-27,Prague Warehouse,95,3255,309225,Pending
1362,279,29,2024-12-02,Ostrava Warehouse,137,1747,239339,Paid
1363,176,89,2024-12-26,Ostrava Warehouse,21,459,9639,Paid
1364,384,33,2024-06-25,Ostrava Warehouse,8,3552,28416,Paid
1365,150,100,2025-09-18,Ceske Budejovice Warehouse,167,3711,619737,Paid
1366,273,61,2024-01-29,Liberec Warehouse,165,1264,208560,Paid
1367,325,93,2024-05-19,Plzen Warehouse,29,3344,96976,Paid
1368,108,90,2024-07-25,Ceske Budejovice Warehouse,35,4125,144375,Paid
1369,139,4,2024-09-03,Olomouc Warehouse,38,3800,144400,Paid
1370,350,14,2024-04-05,Liberec Warehouse,90,602,54180,Paid
1371,271,91,2024-09-01,Ostrava Warehouse,163,4304,701552,Paid
1372,347,33,2024-08-14,Ostrava Warehouse,68,4938,335784,Overdue
1373,419,22,2024-02-29,Olomouc Warehouse,131,1443,189033,Paid
1374,289,48,2025-09-28,Prague Warehouse,109,3479,379211,Paid
1375,212,3,2024-10-11,Olomouc Warehouse,111,3912,434232,Pending
1376,381,87,2025-09-09,Hradec Kralove Warehouse,12,910,10920,Pending
1377,272,85,2024-12-15,Olomouc Warehouse,32,885,28320,Paid
1378,418,23,2024-07-14,Prague Warehouse,175,327,57225,Paid
1379,66,68,2024-08-12,Brno Warehouse,63,927,58401,Paid
1380,483,21,2023-09-07,Liberec Warehouse,154,478,73612,Paid
1381,424,43,2025-02-16,Hradec Kralove Warehouse,43,3911,168173,Paid
1382,248,95,2025-03-19,Brno Warehouse,107,2125,227375,Paid
1383,156,85,2024-12-07,Pardubice Warehouse,172,3464,595808,Paid
1384,47,26,2023-10-27,Pardubice Warehouse,38,3476,132088,Paid
1385,423,41,2024-08-17,Prague Warehouse,29,2438,70702,Paid
1386,454,99,2023-03-28,Pardubice Warehouse,55,1228,67540,Paid
1387,201,38,2024-08-12,Brno Warehouse,52,390,20280,Paid
1388,148,88,2023-06-11,Plzen Warehouse,115,3648,419520,Paid
1389,124,11,2024-12-10,Ostrava Warehouse,19,2824,53656,Paid
1390,1,29,2025-06-24,Plzen Warehouse,35,159,5565,Paid
1391,456,60,2024-06-09,Olomouc Warehouse,48,4301,206448,Pending
1392,247,67,2025-09-08,Ostrava Warehouse,110,2770,304700,Overdue
1393,343,65,2024-03-14,Ceske Budejovice Warehouse,188,3439,646532,Paid
1394,128,61,2024-02-18,Liberec Warehouse,31,2889,89559,Paid
1395,191,19,2024-07-09,Liberec Warehouse,3,3754,11262,Pending
1396,67,46,2024-07-10,Ostrava Warehouse,163,3290,536270,Paid
1397,4,49,2023-10-09,Prague Warehouse,88,2592,228096,Overdue
1398,442,22,2023-08-12,Ostrava Warehouse,52,4501,234052,Paid
1399,409,78,2024-05-05,Ceske Budejovice Warehouse,71,2762,196102,Pending
1400,303,57,2024-05-11,Prague Warehouse,51,301,15351,Paid
1401,294,14,2023-04-14,Zlin Warehouse,56,3261,182616,Paid
1402,143,44,2025-12-23,Liberec Warehouse,99,570,56430,Paid
1403,191,16,2024-04-07,Olomouc Warehouse,21,3126,65646,Paid
1404,21,97,2024-04-21,Olomouc Warehouse,129,3456,445824,Pending
1405,227,77,2023-04-18,Plzen Warehouse,108,3854,416232,Overdue
1406,313,12,2023-07-25,Olomouc Warehouse,53,2456,130168,Paid
1407,117,55,2025-04-26,Ostrava Warehouse,6,4073,24438,Paid
1408,437,51,2024-11-07,Pardubice Warehouse,82,4928,404096,Paid
1409,302,39,2025-08-25,Olomouc Warehouse,190,2683,509770,Paid
1410,500,33,2023-07-25,Liberec Warehouse,79,4571,361109,Paid
1411,142,33,2023-10-09,Liberec Warehouse,47,3885,182595,Paid
1412,484,29,2023-01-11,Prague Warehouse,96,2646,254016,Pending
1413,460,69,2023-11-20,Prague Warehouse,106,2783,294998,Pending
1414,401,70,2025-04-13,Liberec Warehouse,178,4337,771986,Paid
1415,39,31,2025-09-01,Brno Warehouse,82,3223,264286,Paid
1416,393,80,2025-09-04,Plzen Warehouse,31,3241,100471,Pending
1417,355,31,2024-02-13,Ostrava Warehouse,192,2407,462144,Overdue
1418,252,89,2024-08-11,Prague Warehouse,157,3890,610730,Paid
1419,333,46,2024-10-19,Prague Warehouse,143,3210,459030,Overdue
1420,207,97,2024-08-07,Pardubice Warehouse,58,447,25926,Overdue
1421,210,77,2023-05-02,Plzen Warehouse,23,1701,39123,Paid
1422,115,52,2023-07-03,Ostrava Warehouse,166,3696,613536,Pending
1423,225,10,2024-04-20,Hradec Kralove Warehouse,41,3877,158957,Paid
1424,134,88,2025-12-31,Prague Warehouse,15,2653,39795,Pending
1425,251,74,2023-03-18,Brno Warehouse,87,4620,401940,Paid
1426,219,41,2023-12-25,Liberec Warehouse,3,3878,11634,Paid
1427,407,95,2025-05-05,Liberec Warehouse,1,421,421,Paid
1428,443,77,2023-12-27,Brno Warehouse,75,3761,282075,Paid
1429,91,3,2023-03-16,Hradec Kralove Warehouse,139,2397,333183,Overdue
1430,354,59,2025-03-24,Hradec Kralove Warehouse,188,279,52452,Paid
1431,376,52,2025-10-11,Prague Warehouse,193,4065,784545,Paid
1432,46,34,2024-01-17,Prague Warehouse,76,1812,137712,Overdue
1433,38,49,2024-08-15,Pardubice Warehouse,4,128,512,Paid
1434,142,28,2023-03-18,Brno Warehouse,25,3667,91675,Pending
1435,100,83,2023-01-19,Prague Warehouse,171,2133,364743,Pending
1436,328,87,2024-09-03,Liberec Warehouse,94,837,78678,Paid
1437,190,96,2023-08-08,Ostrava Warehouse,168,3819,641592,Paid
1438,35,13,2024-11-17,Ostrava Warehouse,96,154,14784,Paid
1439,147,97,2024-08-05,Prague Warehouse,108,3025,326700,Paid
1440,30,98,2025-07-19,Plzen Warehouse,99,1533,151767,Paid
1441,334,97,2025-12-09,Ostrava Warehouse,95,2164,205580,Paid
1442,84,69,2025-10-08,Prague Warehouse,100,3742,374200,Paid
1443,369,67,2023-10-02,Brno Warehouse,91,4283,389753,Paid
1444,281,61,2025-10-29,Plzen Warehouse,44,3394,149336,Overdue
1445,424,60,2025-08-16,Ceske Budejovice Warehouse,187,3955,739585,Paid
1446,344,71,2024-07-12,Ceske Budejovice Warehouse,128,2851,364928,Paid
1447,270,24,2024-01-30,Brno Warehouse,23,3733,85859,Pending
1448,154,63,2023-08-19,Olomouc Warehouse,190,824,156560,Paid
1449,102,86,2024-11-08,Liberec Warehouse,23,1353,31119,Pending
1450,215,61,2023-11-29,Liberec Warehouse,186,1277,237522,Paid
1451,150,23,2025-07-28,Plzen Warehouse,55,1396,76780,Paid
1452,432,30,2024-06-10,Prague Warehouse,161,994,160034,Overdue
1453,83,60,2024-01-17,Liberec Warehouse,77,2599,200123,Overdue
1454,110,18,2023-01-29,Prague Warehouse,63,1429,90027,Paid
1455,435,96,2024-11-21,Prague Warehouse,103,2574,265122,Paid
1456,387,56,2024-08-27,Plzen Warehouse,60,2727,163620,Overdue
1457,426,53,2024-01-31,Zlin Warehouse,189,4446,840294,Pending
1458,275,7,2023-12-26,Brno Warehouse,80,2550,204000,Paid
1459,201,97,2025-04-10,Plzen Warehouse,189,3068,579852,Paid
1460,284,69,2025-05-25,Brno Warehouse,95,1269,120555,Pending
1461,468,92,2025-11-21,Ceske Budejovice Warehouse,69,3539,244191,Paid
1462,173,72,2024-11-02,Plzen Warehouse,114,2467,281238,Overdue
1463,327,79,2023-06-27,Prague Warehouse,104,4394,456976,Paid
1464,206,52,2025-03-31,Brno Warehouse,108,1564,168912,Paid
1465,63,4,2023-07-15,Ostrava Warehouse,89,2292,203988,Paid
1466,73,34,2024-01-14,Prague Warehouse,21,1830,38430,Paid
1467,251,69,2023-10-15,Prague Warehouse,131,3394,444614,Pending
1468,124,33,2025-09-04,Olomouc Warehouse,176,1223,215248,Paid
1469,375,69,2024-10-24,Brno Warehouse,10,4721,47210,Pending
1470,121,38,2024-05-23,Olomouc Warehouse,87,1588,138156,Pending
1471,275,98,2023-01-14,Prague Warehouse,170,364,61880,Paid
1472,431,26,2024-06-18,Plzen Warehouse,194,2129,413026,Paid
1473,500,1,2025-02-24,Ostrava Warehouse,91,1343,122213,Paid
1474,398,4,2024-04-27,Prague Warehouse,174,3866,672684,Paid
1475,120,39,2025-07-03,Ostrava Warehouse,137,495,67815,Paid
1476,422,54,2024-06-30,Prague Warehouse,123,1580,194340,Paid
1477,437,90,2024-11-06,Pardubice Warehouse,177,207,36639,Paid
1478,317,33,2024-09-10,Plzen Warehouse,4,3663,14652,Paid
1479,164,33,2023-01-24,Ostrava Warehouse,188,3006,565128,Overdue
1480,424,72,2024-06-19,Prague Warehouse,90,4831,434790,Paid
1481,465,20,2025-01-06,Brno Warehouse,96,3538,339648,Paid
1482,286,16,2024-04-28,Ostrava Warehouse,29,3296,95584,Pending
1483,265,21,2023-05-08,Plzen Warehouse,86,1285,110510,Pending
1484,320,45,2023-08-31,Prague Warehouse,47,4231,198857,Paid
1485,161,90,2025-08-11,Prague Warehouse,77,3175,244475,Paid
1486,376,87,2024-09-20,Brno Warehouse,87,512,44544,Pending
1487,308,82,2023-11-24,Ostrava Warehouse,191,3258,622278,Paid
1488,89,62,2025-04-10,Prague Warehouse,31,582,18042,Pending
1489,142,31,2025-10-26,Ostrava Warehouse,51,3059,156009,Paid
1490,203,42,2024-09-28,Brno Warehouse,169,3947,667043,Paid
1491,309,12,2023-08-29,Ostrava Warehouse,36,702,25272,Pending
1492,227,65,2024-08-27,Brno Warehouse,168,1181,198408,Paid
1493,489,73,2025-01-22,Plzen Warehouse,95,4367,414865,Paid
1494,443,3,2024-03-28,Prague Warehouse,188,4455,837540,Paid
1495,334,90,2024-03-24,Prague Warehouse,15,124,1860,Pending
1496,222,9,2023-10-01,Ostrava Warehouse,78,297,23166,Pending
1497,41,51,2025-09-06,Brno Warehouse,158,2726,430708,Pending
1498,196,16,2023-11-10,Brno Warehouse,158,522,82476,Paid
1499,68,88,2025-07-20,Liberec Warehouse,155,1241,192355,Paid
1500,476,78,2025-02-04,Ceske Budejovice Warehouse,40,2153,86120,Pending
1501,264,3,2025-05-01,Brno Warehouse,45,1220,54900,Paid
1502,2,98,2025-08-22,Pardubice Warehouse,175,4267,746725,Paid
1503,361,97,2024-03-23,Ostrava Warehouse,90,4627,416430,Paid
1504,125,24,2024-05-21,Brno Warehouse,56,4575,256200,Overdue
1505,110,73,2023-06-17,Zlin Warehouse,54,1893,102222,Paid
1506,86,13,2025-12-12,Pardubice Warehouse,85,155,13175,Paid
1507,425,2,2025-07-03,Zlin Warehouse,9,2363,21267,Pending
1508,120,71,2025-12-17,Prague Warehouse,118,120,14160,Paid
1509,127,21,2025-01-10,Prague Warehouse,65,3798,246870,Paid
1510,255,19,2023-06-09,Ostrava Warehouse,108,390,42120,Pending
1511,183,89,2023-08-18,Plzen Warehouse,198,2094,414612,Paid
1512,16,47,2023-05-07,Prague Warehouse,129,934,120486,Paid
1513,477,22,2025-11-01,Pardubice Warehouse,141,4383,618003,Paid
1514,62,75,2024-02-19,Ostrava Warehouse,38,4409,167542,Paid
1515,369,33,2023-11-03,Brno Warehouse,173,2014,348422,Paid
1516,432,32,2023-12-03,Plzen Warehouse,105,2701,283605,Paid
1517,158,64,2024-11-02,Plzen Warehouse,40,1601,64040,Paid
1518,268,85,2025-12-01,Prague Warehouse,143,3421,489203,Paid
1519,35,39,2025-06-23,Zlin Warehouse,178,4788,852264,Overdue
1520,267,84,2023-08-27,Brno Warehouse,130,4236,550680,Overdue
1521,64,72,2024-02-25,Prague Warehouse,181,119,21539,Pending
1522,494,42,2025-09-28,Pardubice Warehouse,154,1132,174328,Paid
1523,50,9,2023-07-06,Zlin Warehouse,194,924,179256,Paid
1524,469,25,2025-11-11,Liberec Warehouse,75,3374,253050,Pending
1525,255,89,2025-07-01,Pardubice Warehouse,33,3761,124113,Paid
1526,149,97,2023-04-24,Plzen Warehouse,85,3893,330905,Pending
1527,325,2,2025-07-17,Ceske Budejovice Warehouse,59,847,49973,Paid
1528,304,19,2023-09-28,Prague Warehouse,95,4181,397195,Paid
1529,276,20,2025-11-17,Liberec Warehouse,26,2466,64116,Paid
1530,357,93,2025-04-30,Olomouc Warehouse,103,1067,109901,Paid
1531,451,70,2025-07-24,Prague Warehouse,21,3647,76587,Paid
1532,172,17,2023-04-29,Ostrava Warehouse,177,4447,787119,Paid
1533,417,89,2025-08-04,Ostrava Warehouse,80,4535,362800,Paid
1534,201,68,2024-09-23,Olomouc Warehouse,71,2898,205758,Overdue
1535,445,94,2023-02-14,Prague Warehouse,199,3115,619885,Paid
1536,393,84,2025-03-21,Liberec Warehouse,66,1904,125664,Overdue
1537,324,3,2024-06-05,Prague Warehouse,37,2778,102786,Paid
1538,35,87,2023-01-07,Brno Warehouse,14,2123,29722,Paid
1539,465,51,2024-03-22,Ceske Budejovice Warehouse,108,500,54000,Overdue
1540,482,82,2023-05-30,Ostrava Warehouse,135,2518,339930,Pending
1541,216,26,2023-04-03,Brno Warehouse,166,4532,752312,Paid
1542,480,56,2025-05-17,Prague Warehouse,173,2023,349979,Paid
1543,65,100,2024-12-06,Olomouc Warehouse,150,1468,220200,Paid
1544,8,64,2023-05-11,Zlin Warehouse,172,2420,416240,Paid
1545,301,8,2023-05-04,Ceske Budejovice Warehouse,81,3424,277344,Pending
1546,343,81,2023-05-22,Olomouc Warehouse,80,1977,158160,Paid
1547,431,95,2025-08-24,Prague Warehouse,103,2787,287061,Paid
1548,424,37,2023-03-06,Brno Warehouse,35,1497,52395,Paid
1549,332,97,2024-08-10,Prague Warehouse,102,3775,385050,Paid
1550,438,27,2025-04-17,Brno Warehouse,188,2019,379572,Paid
1551,76,45,2024-01-04,Brno Warehouse,131,105,13755,Pending
1552,174,4,2023-10-05,Brno Warehouse,118,685,80830,Paid
1553,47,86,2025-05-10,Plzen Warehouse,195,1621,316095,Paid
1554,15,90,2025-02-05,Brno Warehouse,95,3978,377910,Overdue
1555,361,96,2025-02-22,Olomouc Warehouse,55,3569,196295,Paid
1556,147,88,2025-07-07,Hradec Kralove Warehouse,9,921,8289,Pending
1557,26,99,2025-02-12,Plzen Warehouse,69,4433,305877,Paid
1558,308,37,2025-02-08,Liberec Warehouse,28,3193,89404,Paid
1559,93,96,2023-06-14,Liberec Warehouse,143,3212,459316,Overdue
1560,406,71,2023-09-30,Brno Warehouse,113,957,108141,Pending
1561,232,33,2024-12-13,Prague Warehouse,31,2405,74555,Overdue
1562,21,31,2023-08-31,Prague Warehouse,59,2650,156350,Overdue
1563,307,55,2024-01-01,Brno Warehouse,82,2286,187452,Paid
1564,38,12,2025-03-15,Olomouc Warehouse,54,1325,71550,Overdue
1565,276,11,2025-12-19,Ceske Budejovice Warehouse,196,2656,520576,Paid
1566,157,88,2023-09-18,Hradec Kralove Warehouse,175,753,131775,Paid
1567,179,72,2024-04-01,Prague Warehouse,42,1439,60438,Pending
1568,132,32,2023-01-08,Zlin Warehouse,23,4656,107088,Paid
1569,311,57,2023-02-16,Brno Warehouse,109,2817,307053,Overdue
1570,455,38,2024-09-03,Pardubice Warehouse,86,3492,300312,Paid
1571,348,60,2025-08-06,Prague Warehouse,65,1162,75530,Paid
1572,28,86,2025-05-18,Prague Warehouse,89,4628,411892,Paid
1573,260,98,2025-12-25,Brno Warehouse,54,2632,142128,Paid
1574,406,19,2025-02-15,Pardubice Warehouse,118,1708,201544,Paid
1575,76,84,2024-04-15,Brno Warehouse,105,1181,124005,Paid
1576,429,56,2024-05-21,Prague Warehouse,11,2748,30228,Paid
1577,67,14,2025-08-01,Ceske Budejovice Warehouse,63,4850,305550,Overdue
1578,342,33,2024-12-09,Hradec Kralove Warehouse,22,2754,60588,Paid
1579,492,10,2023-11-14,Prague Warehouse,182,255,46410,Paid
1580,194,80,2024-07-18,Olomouc Warehouse,117,4396,514332,Paid
1581,472,64,2024-01-22,Brno Warehouse,164,3169,519716,Paid
1582,162,64,2023-08-20,Brno Warehouse,58,2063,119654,Paid
1583,347,62,2023-03-07,Ostrava Warehouse,20,4694,93880,Paid
1584,439,68,2025-05-08,Ostrava Warehouse,144,1334,192096,Paid
1585,361,91,2023-02-02,Ostrava Warehouse,184,1576,289984,Paid
1586,257,92,2024-05-07,Plzen Warehouse,93,3855,358515,Paid
1587,72,43,2024-02-27,Ostrava Warehouse,50,930,46500,Overdue
1588,87,80,2023-05-18,Olomouc Warehouse,90,3828,344520,Pending
1589,422,59,2023-07-26,Olomouc Warehouse,104,1442,149968,Paid
1590,262,52,2023-03-10,Ostrava Warehouse,194,2264,439216,Paid
1591,214,97,2025-07-03,Prague Warehouse,127,2844,361188,Paid
1592,153,19,2023-04-10,Plzen Warehouse,113,4398,496974,Pending
1593,210,21,2024-05-16,Liberec Warehouse,74,1944,143856,Pending
1594,401,22,2023-04-01,Plzen Warehouse,13,561,7293,Paid
1595,61,9,2025-04-03,Plzen Warehouse,15,3091,46365,Paid
1596,268,9,2025-06-17,Brno Warehouse,73,1678,122494,Pending
1597,262,73,2024-04-24,Plzen Warehouse,27,300,8100,Pending
1598,218,27,2024-03-20,Brno Warehouse,136,615,83640,Overdue
1599,283,17,2023-04-26,Ceske Budejovice Warehouse,198,4939,977922,Paid
1600,136,44,2023-10-14,Plzen Warehouse,178,2496,444288,Pending
1601,467,45,2025-10-28,Brno Warehouse,88,3331,293128,Overdue
1602,380,8,2024-08-15,Ostrava Warehouse,195,3796,740220,Paid
1603,362,80,2024-04-24,Pardubice Warehouse,154,1375,211750,Paid
1604,449,18,2024-10-15,Brno Warehouse,36,3393,122148,Pending
1605,441,33,2024-10-18,Ostrava Warehouse,149,1729,257621,Pending
1606,93,1,2024-04-30,Olomouc Warehouse,52,4118,214136,Paid
1607,109,76,2024-09-10,Liberec Warehouse,139,4589,637871,Paid
1608,241,6,2023-10-21,Prague Warehouse,8,2116,16928,Overdue
1609,355,41,2025-12-03,Ostrava Warehouse,57,266,15162,Paid
1610,424,55,2024-03-28,Ceske Budejovice Warehouse,110,1075,118250,Paid
1611,142,5,2025-04-26,Hradec Kralove Warehouse,174,4647,808578,Overdue
1612,291,59,2024-09-07,Plzen Warehouse,130,959,124670,Paid
1613,432,80,2024-07-17,Zlin Warehouse,64,4044,258816,Pending
1614,237,18,2023-05-05,Plzen Warehouse,180,309,55620,Pending
1615,340,49,2023-12-25,Ostrava Warehouse,193,4963,957859,Overdue
1616,312,82,2025-05-24,Ostrava Warehouse,11,1708,18788,Paid
1617,177,65,2025-10-12,Prague Warehouse,134,313,41942,Overdue
1618,141,83,2023-04-07,Brno Warehouse,96,3531,338976,Paid
1619,189,54,2024-12-06,Ostrava Warehouse,76,1072,81472,Paid
1620,486,61,2025-02-19,Pardubice Warehouse,64,3899,249536,Paid
1621,49,8,2025-12-10,Liberec Warehouse,101,403,40703,Paid
1622,302,3,2024-10-14,Plzen Warehouse,93,1935,179955,Paid
1623,369,25,2025-05-02,Brno Warehouse,183,960,175680,Pending
1624,190,69,2025-04-16,Prague Warehouse,44,4147,182468,Pending
1625,136,55,2023-11-02,Brno Warehouse,142,1955,277610,Pending
1626,43,40,2024-09-06,Olomouc Warehouse,83,3561,295563,Pending
1627,404,83,2025-02-09,Brno Warehouse,133,2267,301511,Paid
1628,380,82,2024-01-12,Ostrava Warehouse,99,1733,171567,Paid
1629,353,50,2025-08-27,Brno Warehouse,25,2574,64350,Paid
1630,90,95,2024-05-08,Liberec Warehouse,178,2477,440906,Paid
1631,295,33,2024-04-06,Ceske Budejovice Warehouse,102,1850,188700,Paid
1632,341,18,2024-09-07,Olomouc Warehouse,73,2782,203086,Paid
1633,245,57,2023-10-23,Brno Warehouse,122,3511,428342,Paid
1634,433,16,2025-08-06,Ostrava Warehouse,71,4759,337889,Paid
1635,192,80,2023-04-29,Prague Warehouse,117,4375,511875,Paid
1636,318,38,2025-04-25,Prague Warehouse,82,4485,367770,Paid
1637,106,41,2025-05-03,Prague Warehouse,130,4382,569660,Paid
1638,363,7,2025-12-21,Prague Warehouse,116,585,67860,Paid
1639,310,78,2023-10-02,Prague Warehouse,10,1460,14600,Paid
1640,382,53,2025-03-06,Prague Warehouse,130,872,113360,Paid
1641,233,63,2024-05-12,Prague Warehouse,60,3877,232620,Paid
1642,265,89,2024-06-06,Plzen Warehouse,45,1932,86940,Paid
1643,344,32,2024-02-21,Zlin Warehouse,136,1399,190264,Paid
1644,37,38,2024-11-07,Pardubice Warehouse,186,281,52266,Paid
1645,305,22,2023-06-11,Prague Warehouse,119,1362,162078,Paid
1646,41,16,2025-07-10,Ostrava Warehouse,7,4005,28035,Paid
1647,17,52,2025-01-29,Pardubice Warehouse,72,245,17640,Paid
1648,344,29,2023-07-09,Prague Warehouse,21,4042,84882,Overdue
1649,277,16,2024-01-26,Pardubice Warehouse,97,1939,188083,Paid
1650,307,76,2023-04-16,Plzen Warehouse,47,4694,220618,Paid
1651,59,17,2024-07-03,Hradec Kralove Warehouse,1,902,902,Paid
1652,423,64,2025-02-11,Pardubice Warehouse,140,2098,293720,Pending
1653,183,91,2023-03-22,Olomouc Warehouse,176,4050,712800,Overdue
1654,41,89,2023-05-30,Plzen Warehouse,128,1418,181504,Paid
1655,39,13,2024-01-21,Prague Warehouse,94,4726,444244,Pending
1656,397,72,2024-03-20,Prague Warehouse,132,3898,514536,Paid
1657,192,56,2025-09-08,Brno Warehouse,34,2358,80172,Pending
1658,267,5,2024-03-03,Prague Warehouse,87,3040,264480,Paid
1659,494,12,2024-11-12,Prague Warehouse,32,4161,133152,Paid
1660,147,41,2024-09-12,Brno Warehouse,3,2152,6456,Pending
1661,395,3,2023-02-01,Pardubice Warehouse,68,3952,268736,Pending
1662,333,99,2024-03-09,Prague Warehouse,57,315,17955,Overdue
1663,127,33,2024-01-25,Brno Warehouse,114,885,100890,Paid
1664,46,86,2023-08-29,Ostrava Warehouse,152,1735,263720,Paid
1665,45,50,2025-09-07,Ostrava Warehouse,33,2399,79167,Paid
1666,1,56,2024-05-11,Prague Warehouse,131,3852,504612,Pending
1667,168,9,2024-02-23,Hradec Kralove Warehouse,132,3209,423588,Paid
1668,108,82,2025-03-23,Plzen Warehouse,30,4423,132690,Pending
1669,19,50,2024-05-05,Ostrava Warehouse,70,384,26880,Paid
1670,332,29,2024-10-20,Prague Warehouse,49,3681,180369,Paid
1671,72,39,2024-08-02,Ostrava Warehouse,30,2110,63300,Pending
1672,456,91,2025-02-18,Pardubice Warehouse,82,2513,206066,Paid
1673,445,100,2025-08-12,Prague Warehouse,144,1743,250992,Paid
1674,109,45,2025-12-28,Brno Warehouse,181,1227,222087,Paid
1675,268,17,2025-01-05,Prague Warehouse,134,3572,478648,Paid
1676,445,56,2024-09-23,Zlin Warehouse,24,1369,32856,Pending
1677,240,98,2024-06-19,Prague Warehouse,115,3878,445970,Paid
1678,417,46,2025-01-06,Ceske Budejovice Warehouse,92,743,68356,Pending
1679,301,67,2025-11-16,Brno Warehouse,156,2878,448968,Paid
1680,90,69,2025-10-15,Plzen Warehouse,21,125,2625,Paid
1681,103,14,2025-08-12,Olomouc Warehouse,8,3422,27376,Pending
1682,476,67,2023-07-21,Prague Warehouse,36,2145,77220,Paid
1683,250,23,2025-08-19,Ostrava Warehouse,124,4037,500588,Paid
